Rk,Date,Tm,Opp,GS,MP,FG,FGA,FG_percent,ThreeP,ThreePA,ThreeP_percent,FT,FTA,FT_percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Plus.Minus,TS_percent,eFG_percent,ORB_percent,DRB_percent,TRB_percent,AST_percent,STL_percent,BLK_percent,TOV_percent,USG_percent,ORtg,DRtg,Season,WL,Year,TmPTS,All_star
1,10/28/09,OKC,SAC,0,12.98,2,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,3,5,3.8,-5,1.25,1.25,0,17.2,9.5,0,0,0,0,7.6,250,103,regular,W,2009,102,2
2,10/30/09,OKC,DET,0,16.63,1,6,0.167,0,1,0,0,0,0,1,1,2,8,0,0,0,3,2,3.6,17,0.167,0.167,6.7,6.4,6.6,76.7,0,0,0,17.3,89,100,regular,W,2009,91,2
3,11/1/09,OKC,POR,0,17.87,2,9,0.222,2,3,0.667,0,0,0,1,2,3,2,1,1,1,2,6,3.1,4,0.333,0.333,6.1,15.4,10.2,28.8,3.3,5.6,10,26.8,82,96,regular,L,2009,74,2
4,11/3/09,OKC,LAL,0,17.07,3,9,0.333,1,2,0.5,2,2,1,0,1,1,3,1,0,0,2,9,6.5,16,0.455,0.389,0,10,4.3,32.5,3.1,0,0,26.1,115,102,regular,L,2009,98,2
5,11/6/09,OKC,HOU,0,10.03,2,3,0.667,0,0,0,0,0,0,0,1,1,1,0,0,1,1,4,2.3,-8,0.667,0.667,0,12.9,6,15.7,0,0,25,17,104,116,regular,L,2009,94,2
6,11/8/09,OKC,ORL,0,19.22,2,5,0.4,0,1,0,1,2,0.5,1,3,4,5,2,0,0,3,5,7.8,0,0.425,0.4,10,15,13.3,35.7,5.7,0,0,16,127,76,regular,W,2009,102,2
7,11/10/09,OKC,SAC,0,19.4,3,7,0.429,3,5,0.6,0,0,0,0,4,4,1,1,1,1,3,9,6.7,1,0.643,0.643,0,23,11.4,10.5,2.6,4,12.5,18.3,110,99,regular,L,2009,98,2
8,11/11/09,OKC,LAC,0,23.9,3,8,0.375,0,3,0,1,2,0.5,0,5,5,8,1,1,2,1,7,8.6,9,0.394,0.375,0,20.9,11.3,55.5,2.3,3.5,18.4,21.3,92,86,regular,W,2009,83,2
9,11/14/09,OKC,SAS,0,19.95,3,6,0.5,0,1,0,2,3,0.667,1,1,2,1,1,1,2,4,8,4.4,-3,0.546,0.5,6,6.3,6.2,8.4,2.6,3.9,21.5,21.2,95,104,regular,W,2009,101,2
10,11/15/09,OKC,LAC,0,17.63,0,8,0,0,5,0,4,4,1,1,2,3,2,1,0,2,1,4,-0.3,-9,0.205,0,5.7,13,9.1,16.5,3.1,0,17,29.2,56,111,regular,L,2009,93,2
11,11/17/09,OKC,MIA,0,14.27,1,3,0.333,1,3,0.333,2,2,1,0,2,2,0,0,0,2,4,5,0.3,6,0.644,0.5,0,16.4,8.7,0,0,0,34,20.3,85,103,regular,W,2009,100,2
12,11/18/09,OKC,ORL,0,30.85,7,14,0.5,6,7,0.857,4,4,1,0,3,3,3,1,0,1,2,24,19.2,5,0.761,0.714,0,10.1,5.2,20.2,1.6,0,6,24.8,140,115,regular,L,2009,94,2
13,11/20/09,OKC,WAS,0,26.4,8,11,0.727,4,6,0.667,5,6,0.833,3,1,4,1,4,0,2,5,25,23.2,4,0.916,0.909,15.6,3.9,8.9,6.2,7.4,0,12.8,25.3,166,103,regular,W,2009,127,2
14,11/22/09,OKC,LAL,0,30.35,2,15,0.133,0,10,0,6,6,1,0,3,3,6,3,2,3,3,10,5.6,-4,0.283,0.133,0,9.3,4.7,32.9,5,3.7,14.5,28.4,71,101,regular,L,2009,85,2
15,11/24/09,OKC,UTA,0,19.63,4,5,0.8,1,2,0.5,1,1,1,0,2,2,1,0,0,0,1,10,9,6,0.919,0.9,0,13.6,7.2,9,0,0,0,12.9,181,105,regular,W,2009,104,2
16,11/27/09,OKC,MIL,0,27.3,6,7,0.857,3,3,1,0,2,0,1,1,2,2,1,0,2,3,15,11.9,1,0.952,1.071,4.1,3.6,3.8,12.8,1.9,0,20.2,16.3,140,104,regular,W,2009,108,2
17,11/29/09,OKC,HOU,0,19.27,1,4,0.25,0,1,0,3,4,0.75,0,3,3,0,2,0,1,3,5,2.9,-12,0.434,0.25,0,14.9,9.2,0,5.5,0,14.8,16.4,82,102,regular,L,2009,91,2
18,12/2/09,OKC,PHI,0,27.02,3,7,0.429,1,3,0.333,2,2,1,3,2,5,1,0,0,3,1,9,5.3,12,0.571,0.5,13.3,11.1,12.3,4.7,0,0,27.6,17.7,104,128,regular,W,2009,117,2
19,12/4/09,OKC,BOS,0,23.45,1,6,0.167,0,3,0,4,6,0.667,0,5,5,1,1,0,1,1,6,3.2,3,0.347,0.167,0,31,14.6,6.8,2.4,0,10.4,20.7,72,117,regular,L,2009,87,2
20,12/7/09,OKC,GSW,0,29.67,6,13,0.462,1,4,0.25,13,14,0.929,2,7,9,5,2,0,0,2,26,27.1,17,0.678,0.5,6.6,25.2,15.5,32,3.2,0,0,26.6,158,85,regular,W,2009,104,2
21,12/11/09,OKC,MEM,0,23.12,2,11,0.182,0,2,0,2,2,1,2,3,5,4,2,1,1,1,6,5.5,5,0.253,0.182,9.4,11.5,10.6,23.8,4.6,2.8,7.8,24.9,79,97,regular,W,2009,102,2
22,12/13/09,OKC,CLE,0,20.92,1,3,0.333,0,0,0,1,2,0.5,1,1,2,2,0,0,2,2,3,0.5,-7,0.387,0.333,6.2,5.6,5.9,16.6,0,0,34,13.8,72,120,regular,L,2009,89,2
23,12/14/09,OKC,DEN,0,23.7,3,7,0.429,1,1,1,2,2,1,2,1,3,5,0,0,4,4,9,4.9,1,0.571,0.5,10.7,4.7,7.5,40.6,0,0,33.7,21.4,94,115,regular,L,2009,93,2
24,12/16/09,OKC,DAL,0,28.95,3,9,0.333,0,4,0,6,9,0.667,2,4,6,1,1,0,3,2,12,6.2,-15,0.463,0.333,6.9,17.9,11.7,5.7,1.9,0,18.8,25.2,88,113,regular,L,2009,86,2
25,12/18/09,OKC,DET,0,25.8,5,11,0.455,2,3,0.667,2,2,1,1,2,3,7,1,1,1,4,14,13.6,19,0.589,0.545,4.9,9.3,7.2,47,2.2,2.7,7.8,23.5,139,116,regular,W,2009,109,2
26,12/19/09,OKC,HOU,0,31.9,5,11,0.455,0,3,0,5,5,1,2,1,3,0,0,1,0,4,15,10.1,8,0.568,0.455,7.5,2.9,4.9,0,0,2.2,0,20.2,132,116,regular,L,2009,90,2
27,12/22/09,OKC,LAL,0,26.02,6,14,0.429,2,3,0.667,2,2,1,1,1,2,0,0,0,0,3,16,8.4,-2,0.538,0.5,3.9,4.6,4.2,0,0,0,0,24,117,122,regular,L,2009,108,2
28,12/23/09,OKC,PHO,0,27.67,3,9,0.333,1,4,0.25,7,7,1,1,3,4,1,2,0,2,5,14,9.2,3,0.579,0.389,3.8,13,8.1,4.5,3.5,0,14.2,20.9,118,111,regular,W,2009,117,2
29,12/26/09,OKC,CHA,0,25.43,3,6,0.5,1,2,0.5,1,3,0.333,0,4,4,3,2,0,1,2,8,7.7,0,0.546,0.583,0,16.4,9,17,4.2,0,12,15.1,112,96,regular,W,2009,98,2
30,12/28/09,OKC,NJN,0,22.65,0,10,0,0,4,0,3,4,0.75,3,3,6,1,3,1,2,3,3,-0.2,7,0.128,0,16.7,16.7,16.7,5.9,7,3.2,14.5,27.4,47,87,regular,W,2009,105,2
31,12/29/09,OKC,WAS,0,16.02,3,7,0.429,1,1,1,4,6,0.667,0,2,2,1,0,0,1,2,11,6,9,0.571,0.5,0,12,7.4,8.8,0,0,9.4,31.8,112,110,regular,W,2009,110,2
32,12/31/09,OKC,UTA,0,13.25,2,5,0.4,1,2,0.5,0,0,0,0,2,2,0,1,0,2,0,5,1.9,0,0.5,0.5,0,14.5,8.3,0,3.9,0,28.6,24.1,66,88,regular,W,2009,87,2
33,1/2/10,OKC,MIL,0,17.53,1,4,0.25,0,3,0,1,2,0.5,0,3,3,1,0,0,3,3,3,-2.4,-7,0.307,0.25,0,15.6,8.8,9.2,0,0,38.1,21.1,43,105,regular,L,2010,97,2
34,1/4/10,OKC,CHI,0,26.53,5,11,0.455,3,5,0.6,0,0,0,0,1,1,4,1,0,2,5,13,7.4,5,0.591,0.591,0,3,1.8,23.4,2,0,15.4,21.9,116,101,regular,W,2010,98,2
35,1/6/10,OKC,NOH,0,24.48,3,8,0.375,1,3,0.333,2,4,0.5,0,0,0,0,0,0,0,1,9,3.4,-3,0.461,0.438,0,0,0,0,0,0,0,19.1,102,121,regular,L,2010,92,2
36,1/9/10,OKC,IND,0,26.03,3,7,0.429,3,4,0.75,4,6,0.667,0,2,2,3,2,0,1,3,13,11,-9,0.674,0.643,0,7.2,4.1,17,3.6,0,9.4,18,131,99,regular,W,2010,108,2
37,1/11/10,OKC,NYK,0,28.38,3,9,0.333,0,4,0,1,1,1,0,1,1,2,3,0,2,1,7,4.2,2,0.371,0.333,0,3.4,1.8,9.4,5.3,0,17.5,17.2,75,93,regular,W,2010,106,2
38,1/13/10,OKC,SAS,0,32.8,3,5,0.6,1,2,0.5,5,6,0.833,0,7,7,1,1,0,1,3,12,10.9,8,0.785,0.7,0,22.6,11.9,4.5,1.6,0,11.6,11.9,145,104,regular,L,2010,108,2
39,1/15/10,OKC,DAL,0,25.53,4,8,0.5,2,4,0.5,1,2,0.5,1,2,3,1,1,0,2,5,11,5.6,-2,0.619,0.625,4.8,9.4,7.1,7.1,2,0,18.4,18.3,109,106,regular,L,2010,98,2
40,1/16/10,OKC,MIA,0,21.38,4,9,0.444,2,3,0.667,4,4,1,0,3,3,0,0,0,1,2,14,8.4,5,0.651,0.556,0,14,8.6,0,0,0,8.5,25.4,126,91,regular,W,2010,98,2
41,1/18/10,OKC,ATL,0,23.43,5,11,0.455,1,3,0.333,0,0,0,0,4,4,0,0,0,1,3,11,4.3,-3,0.5,0.5,0,15.8,8.9,0,0,0,8.3,25,95,108,regular,W,2010,94,2
42,1/20/10,OKC,MIN,0,25.63,5,11,0.455,2,7,0.286,0,0,0,0,3,3,3,1,0,0,2,12,9.5,5,0.545,0.545,0,14.4,7.8,22.8,2,0,0,20.3,118,101,regular,W,2010,94,2
43,1/22/10,OKC,MEM,0,28.23,3,6,0.5,3,4,0.75,4,4,1,0,7,7,5,2,0,1,1,13,16.2,1,0.838,0.75,0,27,13.5,32.8,3.8,0,11.4,14.4,161,89,regular,L,2010,84,2
44,1/23/10,OKC,CLE,0,27.15,1,8,0.125,1,3,0.333,6,6,1,2,2,4,1,1,0,0,2,9,6.7,4,0.423,0.188,6.8,9.6,7.9,5.7,2,0,0,17.3,115,112,regular,L,2010,99,2
45,1/27/10,OKC,CHI,0,18.5,3,10,0.3,2,4,0.5,0,0,0,0,2,2,1,0,0,1,2,8,1.7,1,0.4,0.4,0,12.1,5.6,11.2,0,0,9.1,26.4,75,109,regular,L,2010,86,2
46,1/29/10,OKC,DEN,0,19.72,4,8,0.5,3,5,0.6,1,2,0.5,0,1,1,1,1,0,2,3,12,6.4,6,0.676,0.688,0,7.4,3.5,7.5,2.7,0,18.4,26.5,107,94,regular,W,2010,101,2
47,1/31/10,OKC,GSW,0,19.63,1,7,0.143,0,2,0,3,4,0.75,1,5,6,1,1,0,1,3,5,1.8,1,0.285,0.143,6.8,30.6,19.3,6.7,2.5,0,10.2,21.3,77,104,regular,W,2010,112,2
48,2/2/10,OKC,ATL,0,20.17,2,6,0.333,1,4,0.25,4,5,0.8,0,1,1,2,1,0,1,3,9,5.7,-2,0.549,0.417,0,6.4,3,14.8,2.9,0,10.9,21.7,119,122,regular,W,2010,106,2
49,2/3/10,OKC,NOH,0,16.4,1,3,0.333,1,3,0.333,2,2,1,0,2,2,0,0,1,1,3,5,2.4,-1,0.644,0.5,0,12.2,7.3,0,0,4.3,20.5,14.5,102,107,regular,W,2010,103,2
50,2/6/10,OKC,GSW,0,22,3,8,0.375,1,3,0.333,0,0,0,0,2,2,0,0,0,2,4,7,-0.4,1,0.438,0.438,0,8.9,4.5,0,0,0,20,18.7,69,101,regular,W,2010,104,2
51,2/9/10,OKC,POR,0,24.18,4,9,0.444,2,5,0.4,3,4,0.75,0,3,3,2,2,0,0,1,13,11.8,2,0.604,0.556,0,13.5,6.8,17.2,4.4,0,0,21.7,129,86,regular,W,2010,89,2
52,2/16/10,OKC,DAL,0,31.37,5,7,0.714,3,4,0.75,4,4,1,0,5,5,6,0,0,2,5,17,15.8,16,0.97,0.929,0,13.4,7.4,33.6,0,0,18.6,15.8,158,95,regular,W,2010,99,2
53,2/20/10,OKC,NYK,0,31.33,4,9,0.444,1,3,0.333,5,7,0.714,0,5,5,2,1,1,4,4,14,7.5,4,0.579,0.5,0,19.2,9.1,9.3,1.6,2.6,24.9,21.8,95,107,regular,W,2010,121,2
54,2/21/10,OKC,MIN,0,20.83,3,6,0.5,2,3,0.667,0,0,0,1,3,4,1,1,0,2,2,8,5.5,-10,0.667,0.667,5.4,14.7,10.2,6.8,2.4,0,25,16.6,105,110,regular,W,2010,109,2
55,2/23/10,OKC,PHO,0,27.33,2,7,0.286,0,4,0,1,2,0.5,1,2,3,2,2,0,4,4,5,-0.4,13,0.317,0.286,4.1,9.5,6.6,10.2,3.7,0,33.7,19.2,54,109,regular,L,2010,102,2
56,2/24/10,OKC,SAS,0,27.03,3,7,0.429,2,4,0.5,0,0,0,2,5,7,0,2,0,1,4,8,6.6,-6,0.571,0.571,7.6,18.5,13.1,0,4,0,12.5,13.9,109,102,regular,L,2010,87,2
57,2/26/10,OKC,MIN,0,18.32,2,9,0.222,0,3,0,2,5,0.4,0,2,2,2,0,0,2,1,6,-1.1,-3,0.268,0.222,0,10.1,5.8,13.5,0,0,15.2,31.7,57,102,regular,W,2010,109,2
58,2/28/10,OKC,TOR,0,25.5,4,8,0.5,0,3,0,4,4,1,0,4,4,1,1,0,1,6,12,7.5,2,0.615,0.5,0,16.7,9.1,5.3,1.9,0,9.3,18.5,117,101,regular,W,2010,119,2
59,3/2/10,OKC,SAC,0,18,1,5,0.2,1,2,0.5,0,0,0,0,1,1,0,1,0,1,5,3,-1.8,-15,0.3,0.3,0,7.8,3.6,0,3,0,16.7,14.8,61,118,regular,W,2010,113,2
60,3/3/10,OKC,DEN,0,28.8,3,8,0.375,3,5,0.6,10,11,0.909,3,2,5,1,3,0,3,3,19,16.4,-8,0.74,0.563,9.8,7.8,8.9,7.6,5,0,18.9,21.7,135,117,regular,L,2010,90,2
61,3/5/10,OKC,LAC,0,28.27,5,11,0.455,3,6,0.5,4,4,1,0,3,3,4,1,2,0,0,17,17.4,11,0.666,0.591,0,9.1,5.1,24.7,1.8,5.2,0,19.9,150,94,regular,W,2010,104,2
62,3/7/10,OKC,SAC,0,19.53,5,10,0.5,1,3,0.333,3,3,1,2,0,2,0,2,1,3,4,14,8.5,-1,0.618,0.55,12.3,0,6.3,0,5.4,3.4,20.9,31.7,110,105,regular,W,2010,108,2
63,3/10/10,OKC,NOH,0,13.63,1,5,0.2,0,3,0,4,4,1,0,2,2,2,1,1,1,0,6,5.6,8,0.444,0.2,0,17.2,8.3,19.8,3.9,5.4,12.9,26,99,84,regular,W,2010,98,2
64,3/12/10,OKC,NJN,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,W,2010,104,2
65,3/14/10,OKC,UTA,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,W,2010,119,2
66,3/17/10,OKC,CHA,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,L,2010,92,2
67,3/19/10,OKC,TOR,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,W,2010,115,2
68,3/21/10,OKC,IND,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,L,2010,101,2
69,3/22/10,OKC,SAS,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regular,L,2010,96,2
70,3/24/10,OKC,HOU,0,25.92,6,10,0.6,3,4,0.75,8,8,1,0,2,2,2,2,1,1,3,23,20.9,23,0.851,0.75,0,7.7,4.7,10.3,3.9,2.5,6.9,26.2,162,106,regular,W,2010,122,2
71,3/26/10,OKC,LAL,0,22.75,1,6,0.167,1,4,0.25,3,4,0.75,0,4,4,1,3,0,2,1,6,4.3,-2,0.387,0.25,0,18.3,10.4,6,7.2,0,20.5,21.2,71,76,regular,W,2010,91,2
72,3/28/10,OKC,POR,0,16.28,1,5,0.2,0,4,0,1,2,0.5,1,1,2,0,0,0,1,3,3,-1.7,-2,0.255,0.2,8.2,7.6,7.9,0,0,0,14.5,20.9,60,117,regular,L,2010,87,2
73,3/30/10,OKC,PHI,0,21.43,5,7,0.714,2,2,1,0,0,0,0,4,4,1,3,0,0,0,12,14,14,0.857,0.857,0,23,10.8,7,7.1,0,0,14.3,171,90,regular,W,2010,111,2
74,3/31/10,OKC,BOS,0,25.78,1,2,0.5,0,1,0,3,4,0.75,0,3,3,3,2,0,2,3,5,5.4,10,0.665,0.5,0,17.5,8.2,15.5,4.2,0,34.7,10.5,105,113,regular,W,2010,109,2
75,4/3/10,OKC,DAL,0,19.23,3,5,0.6,1,3,0.333,4,4,1,0,2,2,3,1,0,3,3,11,8.2,16,0.814,0.7,0,13.9,6.8,21.7,2.6,0,30.7,22,120,119,regular,W,2010,121,2
76,4/4/10,OKC,MIN,0,14.85,3,6,0.5,0,0,0,1,2,0.5,0,4,4,0,1,0,0,2,7,5,-2,0.509,0.5,0,33.2,15.8,0,3.4,0,0,19.9,113,109,regular,W,2010,116,2
77,4/6/10,OKC,UTA,0,28.65,4,7,0.571,2,5,0.4,5,6,0.833,0,4,4,0,1,0,2,3,15,10.3,13,0.778,0.714,0,16.1,8.6,0,1.7,0,17.2,17.1,129,129,regular,L,2010,139,2
78,4/7/10,OKC,DEN,0,20.65,1,7,0.143,0,2,0,0,0,0,1,0,1,0,0,1,1,3,2,-3.3,10,0.143,0.143,5.2,0,2.6,0,0,3.6,12.5,17.3,36,112,regular,L,2010,94,2
79,4/9/10,OKC,PHO,0,16,0,4,0,0,2,0,2,4,0.5,0,2,2,0,0,1,2,2,2,-3.1,-2,0.174,0,0,15.8,7.1,0,0,5.4,25.8,20.8,29,102,regular,W,2010,96,2
80,4/11/10,OKC,GSW,0,31.43,7,11,0.636,3,6,0.5,1,2,0.5,2,1,3,1,0,1,0,3,18,14.6,-12,0.758,0.773,5.3,3.8,4.7,4.6,0,2.5,0,14.1,164,123,regular,L,2010,117,2
81,4/12/10,OKC,POR,0,23.15,5,8,0.625,1,2,0.5,1,2,0.5,1,3,4,0,1,0,1,2,12,8.8,5,0.676,0.688,5.9,17.8,11.8,0,2.4,0,10.1,21.6,124,118,regular,L,2010,95,2
82,4/14/10,OKC,MEM,0,26.27,4,9,0.444,2,6,0.333,2,2,1,0,4,4,1,0,0,2,4,12,5.6,-1,0.607,0.556,0,17,9,5.3,0,0,16.8,21.1,104,116,regular,W,2010,114,2
1,10/27/10,OKC,CHI,0,20.25,2,4,0.5,1,2,0.5,1,2,0.5,0,4,4,1,2,0,1,1,6,6.1,4,0.615,0.625,0,19,10,8.7,4.8,0,17,12.6,103,91,regular,W,2010,79,2
2,10/29/10,OKC,DET,0,16.42,0,5,0,0,1,0,1,2,0.5,0,1,1,0,1,1,1,2,1,-2.7,-10,0.085,0,0,6.6,3.2,0,3.1,4,14.5,17.3,20,111,regular,W,2010,92,2
3,10/31/10,OKC,UTA,0,32.8,1,7,0.143,0,5,0,5,6,0.833,0,2,2,1,0,0,2,4,7,-0.2,-4,0.363,0.143,0,7.5,3.7,4.8,0,0,17.2,15.6,68,126,regular,L,2010,101,2
4,11/3/10,OKC,LAC,0,19.72,1,7,0.143,0,2,0,0,0,0,1,2,3,1,0,0,1,2,2,-2.3,-4,0.143,0.143,4.9,12.8,8.3,7.7,0,0,12.5,17.4,43,116,regular,L,2010,110,2
5,11/4/10,OKC,POR,0,25.18,3,5,0.6,0,1,0,1,1,1,0,1,1,1,1,0,1,2,7,4.9,1,0.643,0.6,0,4.5,2.5,6.2,2.3,0,15.5,12.5,122,116,regular,W,2010,87,2
6,11/7/10,OKC,BOS,0,19.85,2,2,1,2,2,1,0,0,0,1,3,4,1,0,0,2,3,6,4.5,-15,1.5,1.5,5.9,18.6,12.1,8.9,0,0,50,9.6,120,109,regular,L,2010,94,2
7,11/10/10,OKC,PHI,0,22.17,3,7,0.429,1,4,0.25,2,2,1,0,1,1,0,1,0,1,3,9,4.4,-2,0.571,0.5,0,5.3,3,0,2.3,0,11.3,18.6,102,112,regular,W,2010,106,2
8,11/12/10,OKC,POR,0,20.77,3,5,0.6,2,3,0.667,4,4,1,2,1,3,2,1,0,1,3,12,11.6,-9,0.888,0.8,16.5,7.2,11.6,14,2.7,0,12.9,18.6,170,127,regular,W,2010,105,2
9,11/14/10,OKC,SAS,0,36.72,5,10,0.5,2,5,0.4,2,2,1,0,5,5,1,3,0,1,3,14,12,-11,0.643,0.6,0,14.9,8.1,4.2,3.9,0,8.4,14.2,116,114,regular,L,2010,99,2
10,11/15/10,OKC,UTA,0,16.38,1,5,0.2,0,1,0,3,4,0.75,0,0,0,1,1,0,0,2,5,2.4,1,0.37,0.2,0,0,0,8.4,3.4,0,0,19.4,102,126,regular,W,2010,92,2
11,11/17/10,OKC,HOU,0,29,3,6,0.5,1,3,0.333,3,4,0.75,1,2,3,4,1,0,2,2,10,8.9,13,0.644,0.583,4,7.9,6,17.4,1.8,0,20.5,15.1,120,110,regular,W,2010,107,2
12,11/19/10,OKC,BOS,1,36.98,2,8,0.25,1,2,0.5,7,8,0.875,0,6,6,4,1,0,3,3,12,8.2,7,0.521,0.313,0,22.9,11.5,20.4,1.5,0,20.7,19.4,97,95,regular,W,2010,83,2
13,11/20/10,OKC,MIL,1,39.87,6,13,0.462,6,8,0.75,5,6,0.833,0,9,9,4,1,0,2,1,23,20,7,0.735,0.692,0,22.1,11.7,24.4,1.3,0,11.3,21.7,131,89,regular,W,2010,109,2
14,11/22/10,OKC,MIN,0,18.17,2,6,0.333,1,3,0.333,0,0,0,0,1,1,2,3,0,0,1,5,5.9,-6,0.417,0.417,0,6,3.4,15.2,8,0,0,15,95,99,regular,W,2010,110,2
15,11/24/10,OKC,DAL,0,17.08,1,4,0.25,1,1,1,1,1,1,0,3,3,3,1,0,1,1,4,4.2,7,0.45,0.375,0,20.6,9.9,22.7,3,0,18.4,14.5,94,114,regular,L,2010,104,2
16,11/26/10,OKC,IND,0,30.05,1,5,0.2,1,3,0.333,3,4,0.75,1,5,6,0,1,0,2,5,6,1.7,2,0.444,0.3,3.3,17,10,0,1.7,0,22.8,12.9,80,104,regular,W,2010,115,2
17,11/28/10,OKC,HOU,0,28.88,3,8,0.375,1,2,0.5,3,4,0.75,0,2,2,0,2,1,3,2,10,4.7,0,0.512,0.438,0,8.1,4.2,0,3.9,2.5,23.5,21.4,81,115,regular,L,2010,116,2
18,11/29/10,OKC,NOH,0,17.38,2,5,0.4,0,3,0,0,0,0,1,4,5,2,1,1,0,4,4,4.7,1,0.4,0.4,5.9,24.5,15,21.7,2.9,4.1,0,12.2,112,89,regular,W,2010,89,1
19,12/1/10,OKC,NJN,0,42.42,4,11,0.364,1,2,0.5,7,9,0.778,1,6,7,3,2,0,2,5,16,11.7,3,0.535,0.409,3.2,18.6,10.9,12,2.6,0,11.8,19.1,110,106,regular,W,2010,82,1
20,12/3/10,OKC,TOR,0,29.67,5,14,0.357,3,7,0.429,7,8,0.875,1,3,4,3,0,0,0,3,20,14.3,-6,0.571,0.464,3.9,14.3,8.5,16.2,0,0,0,26.7,128,123,regular,L,2010,117,2
21,12/5/10,OKC,GSW,0,24.5,3,6,0.5,2,3,0.667,4,4,1,1,1,2,1,2,0,1,3,12,10.5,-8,0.773,0.667,4.5,4.2,4.3,6.3,4.1,0,11.4,14.5,152,114,regular,W,2010,103,2
22,12/6/10,OKC,CHI,0,27.73,3,12,0.25,1,4,0.25,6,9,0.667,0,1,1,1,0,0,1,2,13,3.8,-19,0.407,0.292,0,4,1.9,7.3,0,0,5.9,27,87,116,regular,L,2010,110,2
23,12/8/10,OKC,MIN,0,24.65,1,4,0.25,1,2,0.5,3,3,1,0,2,2,6,1,1,2,2,6,7.3,5,0.564,0.375,0,7.2,4.7,30.7,2,2.6,27.3,13.7,109,106,regular,W,2010,98,2
24,12/10/10,OKC,NOH,0,17.45,3,7,0.429,0,2,0,2,2,1,0,1,1,0,3,0,3,2,8,3.8,-7,0.508,0.429,0,7.2,3.9,0,9,0,27.6,29.5,73,88,regular,W,2010,95,2
25,12/12/10,OKC,CLE,0,20.85,6,8,0.75,2,3,0.667,5,6,0.833,0,3,3,3,0,0,1,2,19,16.6,26,0.893,0.875,0,13.5,7.8,25.4,0,0,8.6,26.9,165,93,regular,W,2010,123,1
26,12/15/10,OKC,HOU,0,31.9,5,7,0.714,2,3,0.667,4,5,0.8,1,3,4,4,1,0,2,4,16,14.5,10,0.87,0.857,5.6,10.7,8.7,18,1.7,0,17.9,16.9,151,116,regular,W,2010,99,1
27,12/17/10,OKC,SAC,0,21.62,3,10,0.3,1,4,0.25,4,6,0.667,0,1,1,0,0,1,1,0,11,4.4,4,0.435,0.35,0,5.2,2.6,0,0,3.1,7.3,27.9,92,103,regular,W,2010,114,2
28,12/19/10,OKC,PHO,0,24.93,1,3,0.333,0,2,0,9,9,1,2,5,7,2,3,0,0,3,11,15.4,7,0.79,0.333,9.2,35.7,19.5,12.4,6.1,0,0,12.3,186,109,regular,L,2010,90,2
29,12/21/10,OKC,CHA,0,23.02,5,8,0.625,3,4,0.75,0,1,0,0,4,4,2,1,0,1,4,13,10,15,0.77,0.813,0,19.9,11,20.3,2.4,0,10.6,19.9,136,90,regular,W,2010,111,2
30,12/22/10,OKC,NYK,0,26.88,3,8,0.375,0,4,0,7,8,0.875,1,4,5,3,2,1,1,0,13,13.9,-5,0.564,0.375,3.1,18.8,9.3,16.4,3.7,2.7,8,18.3,128,110,regular,L,2010,97,2
31,12/25/10,OKC,DEN,0,28.48,6,11,0.545,2,6,0.333,7,8,0.875,1,2,3,2,1,0,0,3,21,17.8,1,0.723,0.636,4.3,10.5,7.1,11.3,1.8,0,0,23.4,156,118,regular,W,2010,106,2
32,12/27/10,OKC,DAL,0,34,5,9,0.556,3,7,0.429,5,6,0.833,0,4,4,3,2,0,1,2,18,16.8,1,0.773,0.722,0,15.3,6.9,15.7,3,0,7.9,17.5,144,110,regular,L,2010,117,2
33,12/29/10,OKC,NJN,0,30.38,5,11,0.455,1,4,0.25,0,0,0,1,0,1,4,1,1,0,2,11,9.7,18,0.5,0.5,4.4,0,2.3,17,1.6,2.5,0,16,118,98,regular,W,2010,102,2
34,12/31/10,OKC,ATL,0,30.8,5,6,0.833,3,4,0.75,2,2,1,0,2,2,2,2,0,2,2,15,14,5,1.09,1.083,0,7.8,4,10,3.4,0,22.5,13.8,158,102,regular,W,2010,110,2
35,1/1/11,OKC,SAS,0,24.83,4,11,0.364,1,1,1,3,4,0.75,1,2,3,0,0,0,3,4,12,2.2,-21,0.47,0.409,3.5,8.2,5.7,0,0,0,19,26.6,82,109,regular,L,2011,99,2
